VisaType,countries,date_gov,date,delay,delay_days,datetype
"5th Set Aside:
(High Unemployment - 10%)",CHINA,2022-08-01,2022-08-01,0 days,0.0,Priority Date
"5th Set Aside:
(Infrastructure - 2%)",CHINA,2022-08-01,2022-08-01,0 days,0.0,Priority Date
1st,"EL SALVADOR
 GUATEMALA
 HONDURAS",2022-08-01,2022-08-01,0 days,0.0,Priority Date
2nd,"EL SALVADOR
 GUATEMALA
 HONDURAS",2022-08-01,2022-08-01,0 days,0.0,Priority Date
3rd,"EL SALVADOR
 GUATEMALA
 HONDURAS",2022-08-01,2022-08-01,0 days,0.0,Priority Date
Other Workers,"EL SALVADOR
 GUATEMALA
 HONDURAS",2022-08-01,2022-08-01,0 days,0.0,Priority Date
4th,"EL SALVADOR
 GUATEMALA
 HONDURAS",2017-12-08,2022-08-01,1697 days,1697.0,Priority Date
Certain Religious Workers,"EL SALVADOR
 GUATEMALA
 HONDURAS",2017-12-08,2022-08-01,1697 days,1697.0,Priority Date
"5th Unreserved
(including C5, T5, I5, R5)","EL SALVADOR
 GUATEMALA
 HONDURAS",2022-08-01,2022-08-01,0 days,0.0,Priority Date
"5th Set Aside:
(Rural - 20%)","EL SALVADOR
 GUATEMALA
 HONDURAS",2022-08-01,2022-08-01,0 days,0.0,Priority Date
"5th Set Aside:
(High Unemployment - 10%)","EL SALVADOR
 GUATEMALA
 HONDURAS",2022-08-01,2022-08-01,0 days,0.0,Priority Date
"5th Set Aside:
(Infrastructure - 2%)","EL SALVADOR
 GUATEMALA
 HONDURAS",2022-08-01,2022-08-01,0 days,0.0,Priority Date
1st,INDIA,2022-08-01,2022-08-01,0 days,0.0,Priority Date
2nd,INDIA,2015-01-01,2022-08-01,2769 days,2769.0,Priority Date
3rd,INDIA,2012-02-22,2022-08-01,3813 days,3813.0,Priority Date
Other Workers,INDIA,2012-02-22,2022-08-01,3813 days,3813.0,Priority Date
4th,INDIA,2022-08-01,2022-08-01,0 days,0.0,Priority Date
Certain Religious Workers,INDIA,2022-08-01,2022-08-01,0 days,0.0,Priority Date
"5th Unreserved
(including C5, T5, I5, R5)",INDIA,2022-08-01,2022-08-01,0 days,0.0,Priority Date
"5th Set Aside:
(Rural - 20%)",INDIA,2022-08-01,2022-08-01,0 days,0.0,Priority Date
"5th Set Aside:
(High Unemployment - 10%)",INDIA,2022-08-01,2022-08-01,0 days,0.0,Priority Date
"5th Set Aside:
(Infrastructure - 2%)",INDIA,2022-08-01,2022-08-01,0 days,0.0,Priority Date
1st,MEXICO,2022-08-01,2022-08-01,0 days,0.0,Priority Date
2nd,MEXICO,2022-08-01,2022-08-01,0 days,0.0,Priority Date
3rd,MEXICO,2022-08-01,2022-08-01,0 days,0.0,Priority Date
Other Workers,MEXICO,2022-08-01,2022-08-01,0 days,0.0,Priority Date
4th,MEXICO,2022-08-01,2022-08-01,0 days,0.0,Priority Date
Certain Religious Workers,MEXICO,2022-08-01,2022-08-01,0 days,0.0,Priority Date
"5th Unreserved
(including C5, T5, I5, R5)",MEXICO,2022-08-01,2022-08-01,0 days,0.0,Priority Date
"5th Set Aside:
(Rural - 20%)",MEXICO,2022-08-01,2022-08-01,0 days,0.0,Priority Date
"5th Set Aside:
(High Unemployment - 10%)",MEXICO,2022-08-01,2022-08-01,0 days,0.0,Priority Date
"5th Set Aside:
(Infrastructure - 2%)",MEXICO,2022-08-01,2022-08-01,0 days,0.0,Priority Date
1st,PHILIPPINES,2022-08-01,2022-08-01,0 days,0.0,Priority Date
2nd,PHILIPPINES,2022-08-01,2022-08-01,0 days,0.0,Priority Date
3rd,PHILIPPINES,2022-08-01,2022-08-01,0 days,0.0,Priority Date
Other Workers,PHILIPPINES,2022-08-01,2022-08-01,0 days,0.0,Priority Date
4th,PHILIPPINES,2022-08-01,2022-08-01,0 days,0.0,Priority Date
Certain Religious Workers,PHILIPPINES,2022-08-01,2022-08-01,0 days,0.0,Priority Date
"5th Unreserved
(including C5, T5, I5, R5)",PHILIPPINES,2022-08-01,2022-08-01,0 days,0.0,Priority Date
"5th Set Aside:
(Rural - 20%)",PHILIPPINES,2022-08-01,2022-08-01,0 days,0.0,Priority Date
"5th Set Aside:
(High Unemployment - 10%)",PHILIPPINES,2022-08-01,2022-08-01,0 days,0.0,Priority Date
"5th Set Aside:
(Infrastructure - 2%)",PHILIPPINES,2022-08-01,2022-08-01,0 days,0.0,Priority Date
1st,ROW,2022-07-01,2022-07-01,0 days,0.0,Priority Date
2nd,ROW,2022-07-01,2022-07-01,0 days,0.0,Priority Date
3rd,ROW,2022-07-01,2022-07-01,0 days,0.0,Priority Date
Other Workers,ROW,2022-07-01,2022-07-01,0 days,0.0,Priority Date
4th,ROW,2022-07-01,2022-07-01,0 days,0.0,Priority Date
Certain Religious Workers,ROW,2022-07-01,2022-07-01,0 days,0.0,Priority Date
"5th Unreserved
(including C5, T5, I5, R5)",ROW,2022-07-01,2022-07-01,0 days,0.0,Priority Date
"5th Set Aside:
(Rural - 20%)",ROW,2022-07-01,2022-07-01,0 days,0.0,Priority Date
"5th Set Aside:
(High Unemployment - 10%)",ROW,2022-07-01,2022-07-01,0 days,0.0,Priority Date
"5th Set Aside:
(Infrastructure - 2%)",ROW,2022-07-01,2022-07-01,0 days,0.0,Priority Date
1st,CHINA,2022-07-01,2022-07-01,0 days,0.0,Priority Date
2nd,CHINA,2019-05-01,2022-07-01,1157 days,1157.0,Priority Date
3rd,CHINA,2018-04-01,2022-07-01,1552 days,1552.0,Priority Date
Other Workers,CHINA,2015-08-01,2022-07-01,2526 days,2526.0,Priority Date
4th,CHINA,2022-07-01,2022-07-01,0 days,0.0,Priority Date
Certain Religious Workers,CHINA,2022-07-01,2022-07-01,0 days,0.0,Priority Date
"5th Unreserved
(including C5, T5, I5, R5)",CHINA,2015-12-22,2022-07-01,2383 days,2383.0,Priority Date
"5th Set Aside:
(Rural - 20%)",CHINA,2022-07-01,2022-07-01,0 days,0.0,Priority Date
"5th Set Aside:
(High Unemployment - 10%)",CHINA,2022-07-01,2022-07-01,0 days,0.0,Priority Date
"5th Set Aside:
(Infrastructure - 2%)",CHINA,2022-07-01,2022-07-01,0 days,0.0,Priority Date
1st,"EL SALVADOR
 GUATEMALA
 HONDURAS",2022-07-01,2022-07-01,0 days,0.0,Priority Date
2nd,"EL SALVADOR
 GUATEMALA
 HONDURAS",2022-07-01,2022-07-01,0 days,0.0,Priority Date
3rd,"EL SALVADOR
 GUATEMALA
 HONDURAS",2022-07-01,2022-07-01,0 days,0.0,Priority Date
Other Workers,"EL SALVADOR
 GUATEMALA
 HONDURAS",2022-07-01,2022-07-01,0 days,0.0,Priority Date
4th,"EL SALVADOR
 GUATEMALA
 HONDURAS",2017-12-08,2022-07-01,1666 days,1666.0,Priority Date
Certain Religious Workers,"EL SALVADOR
 GUATEMALA
 HONDURAS",2017-12-08,2022-07-01,1666 days,1666.0,Priority Date
"5th Unreserved
(including C5, T5, I5, R5)","EL SALVADOR
 GUATEMALA
 HONDURAS",2022-07-01,2022-07-01,0 days,0.0,Priority Date
"5th Set Aside:
(Rural - 20%)","EL SALVADOR
 GUATEMALA
 HONDURAS",2022-07-01,2022-07-01,0 days,0.0,Priority Date
"5th Set Aside:
(High Unemployment - 10%)","EL SALVADOR
 GUATEMALA
 HONDURAS",2022-07-01,2022-07-01,0 days,0.0,Priority Date
"5th Set Aside:
(Infrastructure - 2%)","EL SALVADOR
 GUATEMALA
 HONDURAS",2022-07-01,2022-07-01,0 days,0.0,Priority Date
1st,INDIA,2022-07-01,2022-07-01,0 days,0.0,Priority Date
2nd,INDIA,2015-01-01,2022-07-01,2738 days,2738.0,Priority Date
3rd,INDIA,2012-01-22,2022-07-01,3813 days,3813.0,Priority Date
Other Workers,INDIA,2012-01-22,2022-07-01,3813 days,3813.0,Priority Date
4th,INDIA,2022-07-01,2022-07-01,0 days,0.0,Priority Date
Certain Religious Workers,INDIA,2022-07-01,2022-07-01,0 days,0.0,Priority Date
"5th Unreserved
(including C5, T5, I5, R5)",INDIA,2022-07-01,2022-07-01,0 days,0.0,Priority Date
"5th Set Aside:
(Rural - 20%)",INDIA,2022-07-01,2022-07-01,0 days,0.0,Priority Date
"5th Set Aside:
(High Unemployment - 10%)",INDIA,2022-07-01,2022-07-01,0 days,0.0,Priority Date
"5th Set Aside:
(Infrastructure - 2%)",INDIA,2022-07-01,2022-07-01,0 days,0.0,Priority Date
1st,MEXICO,2022-07-01,2022-07-01,0 days,0.0,Priority Date
2nd,MEXICO,2022-07-01,2022-07-01,0 days,0.0,Priority Date
3rd,MEXICO,2022-07-01,2022-07-01,0 days,0.0,Priority Date
Other Workers,MEXICO,2022-07-01,2022-07-01,0 days,0.0,Priority Date
4th,MEXICO,2022-07-01,2022-07-01,0 days,0.0,Priority Date
Certain Religious Workers,MEXICO,2022-07-01,2022-07-01,0 days,0.0,Priority Date
"5th Unreserved
(including C5, T5, I5, R5)",MEXICO,2022-07-01,2022-07-01,0 days,0.0,Priority Date
"5th Set Aside:
(Rural - 20%)",MEXICO,2022-07-01,2022-07-01,0 days,0.0,Priority Date
"5th Set Aside:
(High Unemployment - 10%)",MEXICO,2022-07-01,2022-07-01,0 days,0.0,Priority Date
"5th Set Aside:
(Infrastructure - 2%)",MEXICO,2022-07-01,2022-07-01,0 days,0.0,Priority Date
1st,PHILIPPINES,2022-07-01,2022-07-01,0 days,0.0,Priority Date
2nd,PHILIPPINES,2022-07-01,2022-07-01,0 days,0.0,Priority Date
3rd,PHILIPPINES,2022-07-01,2022-07-01,0 days,0.0,Priority Date
Other Workers,PHILIPPINES,2022-07-01,2022-07-01,0 days,0.0,Priority Date
4th,PHILIPPINES,2022-07-01,2022-07-01,0 days,0.0,Priority Date
Certain Religious Workers,PHILIPPINES,2022-07-01,2022-07-01,0 days,0.0,Priority Date
"5th Unreserved
(including C5, T5, I5, R5)",PHILIPPINES,2022-07-01,2022-07-01,0 days,0.0,Priority Date
"5th Set Aside:
(Rural - 20%)",PHILIPPINES,2022-07-01,2022-07-01,0 days,0.0,Priority Date
"5th Set Aside:
(High Unemployment - 10%)",PHILIPPINES,2022-07-01,2022-07-01,0 days,0.0,Priority Date
"5th Set Aside:
(Infrastructure - 2%)",PHILIPPINES,2022-07-01,2022-07-01,0 days,0.0,Priority Date
1st,ROW,2022-06-01,2022-06-01,0 days,0.0,Priority Date
2nd,ROW,2022-06-01,2022-06-01,0 days,0.0,Priority Date
3rd,ROW,2022-06-01,2022-06-01,0 days,0.0,Priority Date
Other Workers,ROW,2022-06-01,2022-06-01,0 days,0.0,Priority Date
4th,ROW,2022-06-01,2022-06-01,0 days,0.0,Priority Date
Certain Religious Workers,ROW,2022-06-01,2022-06-01,0 days,0.0,Priority Date
"5th Unreserved
(including C5, T5, I5, R5)",ROW,2022-06-01,2022-06-01,0 days,0.0,Priority Date
"5th Set Aside:
(Rural - 20%)",ROW,2022-06-01,2022-06-01,0 days,0.0,Priority Date
"5th Set Aside:
(High Unemployment - 10%)",ROW,2022-06-01,2022-06-01,0 days,0.0,Priority Date
"5th Set Aside:
(Infrastructure - 2%)",ROW,2022-06-01,2022-06-01,0 days,0.0,Priority Date
1st,CHINA,2022-06-01,2022-06-01,0 days,0.0,Priority Date
2nd,CHINA,2019-04-01,2022-06-01,1157 days,1157.0,Priority Date
3rd,CHINA,2018-04-01,2022-06-01,1522 days,1522.0,Priority Date
Other Workers,CHINA,2015-08-01,2022-06-01,2496 days,2496.0,Priority Date
4th,CHINA,2022-06-01,2022-06-01,0 days,0.0,Priority Date
Certain Religious Workers,CHINA,2022-06-01,2022-06-01,0 days,0.0,Priority Date
"5th Unreserved
(including C5, T5, I5, R5)",CHINA,2015-12-22,2022-06-01,2353 days,2353.0,Priority Date
"5th Set Aside:
(Rural - 20%)",CHINA,2022-06-01,2022-06-01,0 days,0.0,Priority Date
"5th Set Aside:
(High Unemployment - 10%)",CHINA,2022-06-01,2022-06-01,0 days,0.0,Priority Date
"5th Set Aside:
(Infrastructure - 2%)",CHINA,2022-06-01,2022-06-01,0 days,0.0,Priority Date
1st,"EL SALVADOR
 GUATEMALA
 HONDURAS",2022-06-01,2022-06-01,0 days,0.0,Priority Date
2nd,"EL SALVADOR
 GUATEMALA
 HONDURAS",2022-06-01,2022-06-01,0 days,0.0,Priority Date
3rd,"EL SALVADOR
 GUATEMALA
 HONDURAS",2022-06-01,2022-06-01,0 days,0.0,Priority Date
Other Workers,"EL SALVADOR
 GUATEMALA
 HONDURAS",2022-06-01,2022-06-01,0 days,0.0,Priority Date
4th,"EL SALVADOR
 GUATEMALA
 HONDURAS",2017-06-15,2022-06-01,1812 days,1812.0,Priority Date
Certain Religious Workers,"EL SALVADOR
 GUATEMALA
 HONDURAS",2017-06-15,2022-06-01,1812 days,1812.0,Priority Date
"5th Unreserved
(including C5, T5, I5, R5)","EL SALVADOR
 GUATEMALA
 HONDURAS",2022-06-01,2022-06-01,0 days,0.0,Priority Date
"5th Set Aside:
(Rural - 20%)","EL SALVADOR
 GUATEMALA
 HONDURAS",2022-06-01,2022-06-01,0 days,0.0,Priority Date
"5th Set Aside:
(High Unemployment - 10%)","EL SALVADOR
 GUATEMALA
 HONDURAS",2022-06-01,2022-06-01,0 days,0.0,Priority Date
"5th Set Aside:
(Infrastructure - 2%)","EL SALVADOR
 GUATEMALA
 HONDURAS",2022-06-01,2022-06-01,0 days,0.0,Priority Date
1st,INDIA,2022-06-01,2022-06-01,0 days,0.0,Priority Date
2nd,INDIA,2014-12-01,2022-06-01,2739 days,2739.0,Priority Date
3rd,INDIA,2012-01-22,2022-06-01,3783 days,3783.0,Priority Date
Other Workers,INDIA,2012-01-22,2022-06-01,3783 days,3783.0,Priority Date
4th,INDIA,2022-06-01,2022-06-01,0 days,0.0,Priority Date
Certain Religious Workers,INDIA,2022-06-01,2022-06-01,0 days,0.0,Priority Date
"5th Unreserved
(including C5, T5, I5, R5)",INDIA,2022-06-01,2022-06-01,0 days,0.0,Priority Date
"5th Set Aside:
(Rural - 20%)",INDIA,2022-06-01,2022-06-01,0 days,0.0,Priority Date
"5th Set Aside:
(High Unemployment - 10%)",INDIA,2022-06-01,2022-06-01,0 days,0.0,Priority Date
"5th Set Aside:
(Infrastructure - 2%)",INDIA,2022-06-01,2022-06-01,0 days,0.0,Priority Date
1st,MEXICO,2022-06-01,2022-06-01,0 days,0.0,Priority Date
2nd,MEXICO,2022-06-01,2022-06-01,0 days,0.0,Priority Date
3rd,MEXICO,2022-06-01,2022-06-01,0 days,0.0,Priority Date
Other Workers,MEXICO,2022-06-01,2022-06-01,0 days,0.0,Priority Date
4th,MEXICO,2022-06-01,2022-06-01,0 days,0.0,Priority Date
Certain Religious Workers,MEXICO,2022-06-01,2022-06-01,0 days,0.0,Priority Date
"5th Unreserved
(including C5, T5, I5, R5)",MEXICO,2022-06-01,2022-06-01,0 days,0.0,Priority Date
"5th Set Aside:
(Rural - 20%)",MEXICO,2022-06-01,2022-06-01,0 days,0.0,Priority Date
"5th Set Aside:
(High Unemployment - 10%)",MEXICO,2022-06-01,2022-06-01,0 days,0.0,Priority Date
"5th Set Aside:
(Infrastructure - 2%)",MEXICO,2022-06-01,2022-06-01,0 days,0.0,Priority Date
1st,PHILIPPINES,2022-06-01,2022-06-01,0 days,0.0,Priority Date
2nd,PHILIPPINES,2022-06-01,2022-06-01,0 days,0.0,Priority Date
3rd,PHILIPPINES,2022-06-01,2022-06-01,0 days,0.0,Priority Date
Other Workers,PHILIPPINES,2022-06-01,2022-06-01,0 days,0.0,Priority Date
4th,PHILIPPINES,2022-06-01,2022-06-01,0 days,0.0,Priority Date
Certain Religious Workers,PHILIPPINES,2022-06-01,2022-06-01,0 days,0.0,Priority Date
"5th Unreserved
(including C5, T5, I5, R5)",PHILIPPINES,2022-06-01,2022-06-01,0 days,0.0,Priority Date
"5th Set Aside:
(Rural - 20%)",PHILIPPINES,2022-06-01,2022-06-01,0 days,0.0,Priority Date
"5th Set Aside:
(High Unemployment - 10%)",PHILIPPINES,2022-06-01,2022-06-01,0 days,0.0,Priority Date
"5th Set Aside:
(Infrastructure - 2%)",PHILIPPINES,2022-06-01,2022-06-01,0 days,0.0,Priority Date
1st,ROW,2022-05-01,2022-05-01,0 days,0.0,Priority Date
2nd,ROW,2022-05-01,2022-05-01,0 days,0.0,Priority Date
3rd,ROW,2022-05-01,2022-05-01,0 days,0.0,Priority Date
Other Workers,ROW,2022-05-01,2022-05-01,0 days,0.0,Priority Date
4th,ROW,2022-05-01,2022-05-01,0 days,0.0,Priority Date
Certain Religious Workers,ROW,2022-05-01,2022-05-01,0 days,0.0,Priority Date
"5th Unreserved
(C5, T5, and all others)",ROW,2022-05-01,2022-05-01,0 days,0.0,Priority Date
"5th Unreserved
(I5 and R5)",ROW,2022-05-01,2022-05-01,0 days,0.0,Priority Date
"5th Set Aside:
(Rural - 20%)",ROW,2022-05-01,2022-05-01,0 days,0.0,Priority Date
"5th Set Aside:
(High Unemployment - 10%)",ROW,2022-05-01,2022-05-01,0 days,0.0,Priority Date
"5th Set Aside:
(Infrastructure - 2%)",ROW,2022-05-01,2022-05-01,0 days,0.0,Priority Date
1st,CHINA,2022-05-01,2022-05-01,0 days,0.0,Priority Date
2nd,CHINA,2019-04-01,2022-05-01,1126 days,1126.0,Priority Date
3rd,CHINA,2018-04-01,2022-05-01,1491 days,1491.0,Priority Date
Other Workers,CHINA,2015-08-01,2022-05-01,2465 days,2465.0,Priority Date
4th,CHINA,2022-05-01,2022-05-01,0 days,0.0,Priority Date
Certain Religious Workers,CHINA,2022-05-01,2022-05-01,0 days,0.0,Priority Date
"5th Unreserved
(C5, T5, and all others)",CHINA,2022-05-01,2022-05-01,0 days,0.0,Priority Date
"5th Unreserved
(I5 and R5)",CHINA,2015-12-15,2022-05-01,2329 days,2329.0,Priority Date
"5th Set Aside:
(Rural - 20%)",CHINA,2022-05-01,2022-05-01,0 days,0.0,Priority Date
"5th Set Aside:
(High Unemployment - 10%)",CHINA,2022-05-01,2022-05-01,0 days,0.0,Priority Date
"5th Set Aside:
(Infrastructure - 2%)",CHINA,2022-05-01,2022-05-01,0 days,0.0,Priority Date
1st,"EL SALVADOR
 GUATEMALA
 HONDURAS",2022-05-01,2022-05-01,0 days,0.0,Priority Date
2nd,"EL SALVADOR
 GUATEMALA
 HONDURAS",2022-05-01,2022-05-01,0 days,0.0,Priority Date
3rd,"EL SALVADOR
 GUATEMALA
 HONDURAS",2022-05-01,2022-05-01,0 days,0.0,Priority Date
Other Workers,"EL SALVADOR
 GUATEMALA
 HONDURAS",2022-05-01,2022-05-01,0 days,0.0,Priority Date
4th,"EL SALVADOR
 GUATEMALA
 HONDURAS",2017-06-15,2022-05-01,1781 days,1781.0,Priority Date
Certain Religious Workers,"EL SALVADOR
 GUATEMALA
 HONDURAS",2017-06-15,2022-05-01,1781 days,1781.0,Priority Date
"5th Unreserved
(C5, T5, and all others)","EL SALVADOR
 GUATEMALA
 HONDURAS",2022-05-01,2022-05-01,0 days,0.0,Priority Date
"5th Unreserved
(I5 and R5)","EL SALVADOR
 GUATEMALA
 HONDURAS",2022-05-01,2022-05-01,0 days,0.0,Priority Date
"5th Set Aside:
(Rural - 20%)","EL SALVADOR
 GUATEMALA
 HONDURAS",2022-05-01,2022-05-01,0 days,0.0,Priority Date
"5th Set Aside:
(High Unemployment - 10%)","EL SALVADOR
 GUATEMALA
 HONDURAS",2022-05-01,2022-05-01,0 days,0.0,Priority Date
"5th Set Aside:
(Infrastructure - 2%)","EL SALVADOR
 GUATEMALA
 HONDURAS",2022-05-01,2022-05-01,0 days,0.0,Priority Date
1st,INDIA,2022-05-01,2022-05-01,0 days,0.0,Priority Date
2nd,INDIA,2014-12-01,2022-05-01,2708 days,2708.0,Priority Date
3rd,INDIA,2012-01-22,2022-05-01,3752 days,3752.0,Priority Date
Other Workers,INDIA,2012-01-22,2022-05-01,3752 days,3752.0,Priority Date
4th,INDIA,2022-05-01,2022-05-01,0 days,0.0,Priority Date
Certain Religious Workers,INDIA,2022-05-01,2022-05-01,0 days,0.0,Priority Date
"5th Unreserved
(C5, T5, and all others)",INDIA,2022-05-01,2022-05-01,0 days,0.0,Priority Date
"5th Unreserved
(I5 and R5)",INDIA,2022-05-01,2022-05-01,0 days,0.0,Priority Date
"5th Set Aside:
(Rural - 20%)",INDIA,2022-05-01,2022-05-01,0 days,0.0,Priority Date
"5th Set Aside:
(High Unemployment - 10%)",INDIA,2022-05-01,2022-05-01,0 days,0.0,Priority Date
"5th Set Aside:
(Infrastructure - 2%)",INDIA,2022-05-01,2022-05-01,0 days,0.0,Priority Date
1st,MEXICO,2022-05-01,2022-05-01,0 days,0.0,Priority Date
2nd,MEXICO,2022-05-01,2022-05-01,0 days,0.0,Priority Date
3rd,MEXICO,2022-05-01,2022-05-01,0 days,0.0,Priority Date
Other Workers,MEXICO,2022-05-01,2022-05-01,0 days,0.0,Priority Date
4th,MEXICO,2022-05-01,2022-05-01,0 days,0.0,Priority Date
Certain Religious Workers,MEXICO,2022-05-01,2022-05-01,0 days,0.0,Priority Date
"5th Unreserved
(C5, T5, and all others)",MEXICO,2022-05-01,2022-05-01,0 days,0.0,Priority Date
"5th Unreserved
(I5 and R5)",MEXICO,2022-05-01,2022-05-01,0 days,0.0,Priority Date
"5th Set Aside:
(Rural - 20%)",MEXICO,2022-05-01,2022-05-01,0 days,0.0,Priority Date
"5th Set Aside:
(High Unemployment - 10%)",MEXICO,2022-05-01,2022-05-01,0 days,0.0,Priority Date
"5th Set Aside:
(Infrastructure - 2%)",MEXICO,2022-05-01,2022-05-01,0 days,0.0,Priority Date
1st,PHILIPPINES,2022-05-01,2022-05-01,0 days,0.0,Priority Date
2nd,PHILIPPINES,2022-05-01,2022-05-01,0 days,0.0,Priority Date
3rd,PHILIPPINES,2022-05-01,2022-05-01,0 days,0.0,Priority Date
Other Workers,PHILIPPINES,2022-05-01,2022-05-01,0 days,0.0,Priority Date
4th,PHILIPPINES,2022-05-01,2022-05-01,0 days,0.0,Priority Date
Certain Religious Workers,PHILIPPINES,2022-05-01,2022-05-01,0 days,0.0,Priority Date
"5th Unreserved
(C5, T5, and all others)",PHILIPPINES,2022-05-01,2022-05-01,0 days,0.0,Priority Date
"5th Unreserved
(I5 and R5)",PHILIPPINES,2022-05-01,2022-05-01,0 days,0.0,Priority Date
"5th Set Aside:
(Rural - 20%)",PHILIPPINES,2022-05-01,2022-05-01,0 days,0.0,Priority Date
"5th Set Aside:
(High Unemployment - 10%)",PHILIPPINES,2022-05-01,2022-05-01,0 days,0.0,Priority Date
"5th Set Aside:
(Infrastructure - 2%)",PHILIPPINES,2022-05-01,2022-05-01,0 days,0.0,Priority Date
1st,ROW,2022-04-01,2022-04-01,0 days,0.0,Priority Date
2nd,ROW,2022-04-01,2022-04-01,0 days,0.0,Priority Date
3rd,ROW,2022-04-01,2022-04-01,0 days,0.0,Priority Date
Other Workers,ROW,2022-04-01,2022-04-01,0 days,0.0,Priority Date
4th,ROW,2022-04-01,2022-04-01,0 days,0.0,Priority Date
Certain Religious Workers,ROW,2022-04-01,2022-04-01,0 days,0.0,Priority Date
"5th Non-Regional Center
(C5 and T5)",ROW,2022-04-01,2022-04-01,0 days,0.0,Priority Date
"5th Regional Center
(I5 and R5)",ROW,2022-04-01,2022-04-01,0 days,0.0,Priority Date
1st,CHINA,2022-04-01,2022-04-01,0 days,0.0,Priority Date
2nd,CHINA,2019-04-01,2022-04-01,1096 days,1096.0,Priority Date
3rd,CHINA,2018-04-01,2022-04-01,1461 days,1461.0,Priority Date
Other Workers,CHINA,2015-08-01,2022-04-01,2435 days,2435.0,Priority Date
4th,CHINA,2022-04-01,2022-04-01,0 days,0.0,Priority Date
Certain Religious Workers,CHINA,2022-04-01,2022-04-01,0 days,0.0,Priority Date
"5th Non-Regional Center
(C5 and T5)",CHINA,2022-04-01,2022-04-01,0 days,0.0,Priority Date
"5th Regional Center
(I5 and R5)",CHINA,2015-12-15,2022-04-01,2299 days,2299.0,Priority Date
1st,"EL SALVADOR
 GUATEMALA
 HONDURAS",2022-04-01,2022-04-01,0 days,0.0,Priority Date
2nd,"EL SALVADOR
 GUATEMALA
 HONDURAS",2022-04-01,2022-04-01,0 days,0.0,Priority Date
3rd,"EL SALVADOR
 GUATEMALA
 HONDURAS",2022-04-01,2022-04-01,0 days,0.0,Priority Date
Other Workers,"EL SALVADOR
 GUATEMALA
 HONDURAS",2022-04-01,2022-04-01,0 days,0.0,Priority Date
4th,"EL SALVADOR
 GUATEMALA
 HONDURAS",2017-06-15,2022-04-01,1751 days,1751.0,Priority Date
Certain Religious Workers,"EL SALVADOR
 GUATEMALA
 HONDURAS",2017-06-15,2022-04-01,1751 days,1751.0,Priority Date
"5th Non-Regional Center
(C5 and T5)","EL SALVADOR
 GUATEMALA
 HONDURAS",2022-04-01,2022-04-01,0 days,0.0,Priority Date
"5th Regional Center
(I5 and R5)","EL SALVADOR
 GUATEMALA
 HONDURAS",2022-04-01,2022-04-01,0 days,0.0,Priority Date
1st,INDIA,2022-04-01,2022-04-01,0 days,0.0,Priority Date
2nd,INDIA,2014-09-01,2022-04-01,2769 days,2769.0,Priority Date
3rd,INDIA,2012-01-22,2022-04-01,3722 days,3722.0,Priority Date
Other Workers,INDIA,2012-01-22,2022-04-01,3722 days,3722.0,Priority Date
4th,INDIA,2022-04-01,2022-04-01,0 days,0.0,Priority Date
Certain Religious Workers,INDIA,2022-04-01,2022-04-01,0 days,0.0,Priority Date
"5th Non-Regional Center
(C5 and T5)",INDIA,2022-04-01,2022-04-01,0 days,0.0,Priority Date
"5th Regional Center
(I5 and R5)",INDIA,2022-04-01,2022-04-01,0 days,0.0,Priority Date
1st,MEXICO,2022-04-01,2022-04-01,0 days,0.0,Priority Date
2nd,MEXICO,2022-04-01,2022-04-01,0 days,0.0,Priority Date
3rd,MEXICO,2022-04-01,2022-04-01,0 days,0.0,Priority Date
Other Workers,MEXICO,2022-04-01,2022-04-01,0 days,0.0,Priority Date
4th,MEXICO,2022-04-01,2022-04-01,0 days,0.0,Priority Date
Certain Religious Workers,MEXICO,2022-04-01,2022-04-01,0 days,0.0,Priority Date
"5th Non-Regional Center
(C5 and T5)",MEXICO,2022-04-01,2022-04-01,0 days,0.0,Priority Date
"5th Regional Center
(I5 and R5)",MEXICO,2022-04-01,2022-04-01,0 days,0.0,Priority Date
1st,PHILIPPINES,2022-04-01,2022-04-01,0 days,0.0,Priority Date
2nd,PHILIPPINES,2022-04-01,2022-04-01,0 days,0.0,Priority Date
3rd,PHILIPPINES,2022-04-01,2022-04-01,0 days,0.0,Priority Date
Other Workers,PHILIPPINES,2022-04-01,2022-04-01,0 days,0.0,Priority Date
4th,PHILIPPINES,2022-04-01,2022-04-01,0 days,0.0,Priority Date
Certain Religious Workers,PHILIPPINES,2022-04-01,2022-04-01,0 days,0.0,Priority Date
