VisaType,countries,date_gov,date,delay,delay_days,datetype
3rd,"EL SALVADOR
 GUATEMALA
 HONDURAS",2018-10-01,2018-10-01,0 days,0.0,Priority Date
Other Workers,"EL SALVADOR
 GUATEMALA
 HONDURAS",2018-10-01,2018-10-01,0 days,0.0,Priority Date
4th,"EL SALVADOR
 GUATEMALA
 HONDURAS",2016-05-01,2018-10-01,883 days,883.0,Priority Date
Certain Religious Workers,"EL SALVADOR
 GUATEMALA
 HONDURAS",2016-05-01,2018-10-01,883 days,883.0,Priority Date
"5th Non-Regional Center
(C5 and T5)","EL SALVADOR
 GUATEMALA
 HONDURAS",2018-10-01,2018-10-01,0 days,0.0,Priority Date
"5th Regional Center
(I5 and R5)","EL SALVADOR
 GUATEMALA
 HONDURAS",2018-10-01,2018-10-01,0 days,0.0,Priority Date
1st,INDIA,2017-10-01,2018-10-01,365 days,365.0,Priority Date
2nd,INDIA,2009-05-22,2018-10-01,3419 days,3419.0,Priority Date
3rd,INDIA,2009-10-01,2018-10-01,3287 days,3287.0,Priority Date
Other Workers,INDIA,2009-10-01,2018-10-01,3287 days,3287.0,Priority Date
4th,INDIA,2018-10-01,2018-10-01,0 days,0.0,Priority Date
Certain Religious Workers,INDIA,2018-10-01,2018-10-01,0 days,0.0,Priority Date
"5th Non-Regional Center
(C5 and T5)",INDIA,2018-10-01,2018-10-01,0 days,0.0,Priority Date
"5th Regional Center
(I5 and R5)",INDIA,2018-10-01,2018-10-01,0 days,0.0,Priority Date
1st,MEXICO,2018-06-01,2018-10-01,122 days,122.0,Priority Date
2nd,MEXICO,2018-10-01,2018-10-01,0 days,0.0,Priority Date
3rd,MEXICO,2018-10-01,2018-10-01,0 days,0.0,Priority Date
Other Workers,MEXICO,2018-10-01,2018-10-01,0 days,0.0,Priority Date
4th,MEXICO,2018-10-01,2018-10-01,0 days,0.0,Priority Date
Certain Religious Workers,MEXICO,2018-10-01,2018-10-01,0 days,0.0,Priority Date
"5th Non-Regional Center
(C5 and T5)",MEXICO,2018-10-01,2018-10-01,0 days,0.0,Priority Date
"5th Regional Center
(I5 and R5)",MEXICO,2018-10-01,2018-10-01,0 days,0.0,Priority Date
1st,PHILIPPINES,2018-06-01,2018-10-01,122 days,122.0,Priority Date
2nd,PHILIPPINES,2018-10-01,2018-10-01,0 days,0.0,Priority Date
3rd,PHILIPPINES,2017-07-01,2018-10-01,457 days,457.0,Priority Date
Other Workers,PHILIPPINES,2017-07-01,2018-10-01,457 days,457.0,Priority Date
4th,PHILIPPINES,2018-10-01,2018-10-01,0 days,0.0,Priority Date
Certain Religious Workers,PHILIPPINES,2018-10-01,2018-10-01,0 days,0.0,Priority Date
"5th Non-Regional Center
(C5 and T5)",PHILIPPINES,2018-10-01,2018-10-01,0 days,0.0,Priority Date
"5th Regional Center
(I5 and R5)",PHILIPPINES,2018-10-01,2018-10-01,0 days,0.0,Priority Date
1st,ROW,2018-09-01,2018-09-01,0 days,0.0,Priority Date
2nd,ROW,2018-09-01,2018-09-01,0 days,0.0,Priority Date
3rd,ROW,2018-09-01,2018-09-01,0 days,0.0,Priority Date
Other Workers,ROW,2018-09-01,2018-09-01,0 days,0.0,Priority Date
4th,ROW,2018-09-01,2018-09-01,0 days,0.0,Priority Date
Certain Religious Workers,ROW,2018-09-01,2018-09-01,0 days,0.0,Priority Date
"5th Non-Regional Center
(C5 and T5)",ROW,2018-09-01,2018-09-01,0 days,0.0,Priority Date
"5th Regional Center
(I5 and R5)",ROW,2018-09-01,2018-09-01,0 days,0.0,Priority Date
1st,CHINA,2018-09-01,2018-09-01,0 days,0.0,Priority Date
2nd,CHINA,2015-04-01,2018-09-01,1249 days,1249.0,Priority Date
3rd,CHINA,2016-01-01,2018-09-01,974 days,974.0,Priority Date
Other Workers,CHINA,2008-06-01,2018-09-01,3744 days,3744.0,Priority Date
4th,CHINA,2018-09-01,2018-09-01,0 days,0.0,Priority Date
Certain Religious Workers,CHINA,2018-09-01,2018-09-01,0 days,0.0,Priority Date
"5th Non-Regional Center
(C5 and T5)",CHINA,2014-10-01,2018-09-01,1431 days,1431.0,Priority Date
"5th Regional Center
(I5 and R5)",CHINA,2014-10-01,2018-09-01,1431 days,1431.0,Priority Date
1st,"EL SALVADOR
 GUATEMALA
 HONDURAS",2018-09-01,2018-09-01,0 days,0.0,Priority Date
2nd,"EL SALVADOR
 GUATEMALA
 HONDURAS",2018-09-01,2018-09-01,0 days,0.0,Priority Date
3rd,"EL SALVADOR
 GUATEMALA
 HONDURAS",2018-09-01,2018-09-01,0 days,0.0,Priority Date
Other Workers,"EL SALVADOR
 GUATEMALA
 HONDURAS",2018-09-01,2018-09-01,0 days,0.0,Priority Date
4th,"EL SALVADOR
 GUATEMALA
 HONDURAS",2016-05-01,2018-09-01,853 days,853.0,Priority Date
Certain Religious Workers,"EL SALVADOR
 GUATEMALA
 HONDURAS",2016-05-01,2018-09-01,853 days,853.0,Priority Date
"5th Non-Regional Center
(C5 and T5)","EL SALVADOR
 GUATEMALA
 HONDURAS",2018-09-01,2018-09-01,0 days,0.0,Priority Date
"5th Regional Center
(I5 and R5)","EL SALVADOR
 GUATEMALA
 HONDURAS",2018-09-01,2018-09-01,0 days,0.0,Priority Date
1st,INDIA,2018-09-01,2018-09-01,0 days,0.0,Priority Date
2nd,INDIA,2009-05-22,2018-09-01,3389 days,3389.0,Priority Date
3rd,INDIA,2009-05-01,2018-09-01,3410 days,3410.0,Priority Date
Other Workers,INDIA,2009-05-01,2018-09-01,3410 days,3410.0,Priority Date
4th,INDIA,2018-09-01,2018-09-01,0 days,0.0,Priority Date
Certain Religious Workers,INDIA,2018-09-01,2018-09-01,0 days,0.0,Priority Date
"5th Non-Regional Center
(C5 and T5)",INDIA,2018-09-01,2018-09-01,0 days,0.0,Priority Date
"5th Regional Center
(I5 and R5)",INDIA,2018-09-01,2018-09-01,0 days,0.0,Priority Date
1st,MEXICO,2018-09-01,2018-09-01,0 days,0.0,Priority Date
2nd,MEXICO,2018-09-01,2018-09-01,0 days,0.0,Priority Date
3rd,MEXICO,2018-09-01,2018-09-01,0 days,0.0,Priority Date
Other Workers,MEXICO,2018-09-01,2018-09-01,0 days,0.0,Priority Date
4th,MEXICO,2018-09-01,2018-09-01,0 days,0.0,Priority Date
Certain Religious Workers,MEXICO,2018-09-01,2018-09-01,0 days,0.0,Priority Date
"5th Non-Regional Center
(C5 and T5)",MEXICO,2018-09-01,2018-09-01,0 days,0.0,Priority Date
"5th Regional Center
(I5 and R5)",MEXICO,2018-09-01,2018-09-01,0 days,0.0,Priority Date
1st,PHILIPPINES,2018-09-01,2018-09-01,0 days,0.0,Priority Date
2nd,PHILIPPINES,2018-09-01,2018-09-01,0 days,0.0,Priority Date
3rd,PHILIPPINES,2017-07-01,2018-09-01,427 days,427.0,Priority Date
Other Workers,PHILIPPINES,2017-07-01,2018-09-01,427 days,427.0,Priority Date
4th,PHILIPPINES,2018-09-01,2018-09-01,0 days,0.0,Priority Date
Certain Religious Workers,PHILIPPINES,2018-09-01,2018-09-01,0 days,0.0,Priority Date
"5th Non-Regional Center
(C5 and T5)",PHILIPPINES,2018-09-01,2018-09-01,0 days,0.0,Priority Date
"5th Regional Center
(I5 and R5)",PHILIPPINES,2018-09-01,2018-09-01,0 days,0.0,Priority Date
1st,ROW,2018-08-01,2018-08-01,0 days,0.0,Priority Date
2nd,ROW,2018-08-01,2018-08-01,0 days,0.0,Priority Date
3rd,ROW,2018-08-01,2018-08-01,0 days,0.0,Priority Date
Other Workers,ROW,2018-08-01,2018-08-01,0 days,0.0,Priority Date
4th,ROW,2018-08-01,2018-08-01,0 days,0.0,Priority Date
Certain Religious Workers,ROW,2018-08-01,2018-08-01,0 days,0.0,Priority Date
"5th Non-Regional Center
(C5 and T5)",ROW,2018-08-01,2018-08-01,0 days,0.0,Priority Date
"5th Regional Center
(I5 and R5)",ROW,2018-08-01,2018-08-01,0 days,0.0,Priority Date
1st,CHINA,2018-08-01,2018-08-01,0 days,0.0,Priority Date
2nd,CHINA,2015-04-01,2018-08-01,1218 days,1218.0,Priority Date
3rd,CHINA,2016-01-01,2018-08-01,943 days,943.0,Priority Date
Other Workers,CHINA,2008-06-01,2018-08-01,3713 days,3713.0,Priority Date
4th,CHINA,2018-08-01,2018-08-01,0 days,0.0,Priority Date
Certain Religious Workers,CHINA,2018-08-01,2018-08-01,0 days,0.0,Priority Date
"5th Non-Regional Center
(C5 and T5)",CHINA,2014-10-01,2018-08-01,1400 days,1400.0,Priority Date
"5th Regional Center
(I5 and R5)",CHINA,2014-10-01,2018-08-01,1400 days,1400.0,Priority Date
1st,"EL SALVADOR
 GUATEMALA
 HONDURAS",2018-08-01,2018-08-01,0 days,0.0,Priority Date
2nd,"EL SALVADOR
 GUATEMALA
 HONDURAS",2018-08-01,2018-08-01,0 days,0.0,Priority Date
3rd,"EL SALVADOR
 GUATEMALA
 HONDURAS",2018-08-01,2018-08-01,0 days,0.0,Priority Date
Other Workers,"EL SALVADOR
 GUATEMALA
 HONDURAS",2018-08-01,2018-08-01,0 days,0.0,Priority Date
4th,"EL SALVADOR
 GUATEMALA
 HONDURAS",2016-05-01,2018-08-01,822 days,822.0,Priority Date
Certain Religious Workers,"EL SALVADOR
 GUATEMALA
 HONDURAS",2016-05-01,2018-08-01,822 days,822.0,Priority Date
"5th Non-Regional Center
(C5 and T5)","EL SALVADOR
 GUATEMALA
 HONDURAS",2018-08-01,2018-08-01,0 days,0.0,Priority Date
"5th Regional Center
(I5 and R5)","EL SALVADOR
 GUATEMALA
 HONDURAS",2018-08-01,2018-08-01,0 days,0.0,Priority Date
1st,INDIA,2018-08-01,2018-08-01,0 days,0.0,Priority Date
2nd,INDIA,2009-05-22,2018-08-01,3358 days,3358.0,Priority Date
3rd,INDIA,2009-05-01,2018-08-01,3379 days,3379.0,Priority Date
Other Workers,INDIA,2009-05-01,2018-08-01,3379 days,3379.0,Priority Date
4th,INDIA,2018-08-01,2018-08-01,0 days,0.0,Priority Date
Certain Religious Workers,INDIA,2018-08-01,2018-08-01,0 days,0.0,Priority Date
"5th Non-Regional Center
(C5 and T5)",INDIA,2018-08-01,2018-08-01,0 days,0.0,Priority Date
"5th Regional Center
(I5 and R5)",INDIA,2018-08-01,2018-08-01,0 days,0.0,Priority Date
1st,MEXICO,2018-08-01,2018-08-01,0 days,0.0,Priority Date
2nd,MEXICO,2018-08-01,2018-08-01,0 days,0.0,Priority Date
3rd,MEXICO,2018-08-01,2018-08-01,0 days,0.0,Priority Date
Other Workers,MEXICO,2018-08-01,2018-08-01,0 days,0.0,Priority Date
4th,MEXICO,2018-08-01,2018-08-01,0 days,0.0,Priority Date
Certain Religious Workers,MEXICO,2018-08-01,2018-08-01,0 days,0.0,Priority Date
"5th Non-Regional Center
(C5 and T5)",MEXICO,2018-08-01,2018-08-01,0 days,0.0,Priority Date
"5th Regional Center
(I5 and R5)",MEXICO,2018-08-01,2018-08-01,0 days,0.0,Priority Date
1st,PHILIPPINES,2018-08-01,2018-08-01,0 days,0.0,Priority Date
2nd,PHILIPPINES,2018-08-01,2018-08-01,0 days,0.0,Priority Date
3rd,PHILIPPINES,2017-07-01,2018-08-01,396 days,396.0,Priority Date
Other Workers,PHILIPPINES,2017-07-01,2018-08-01,396 days,396.0,Priority Date
4th,PHILIPPINES,2018-08-01,2018-08-01,0 days,0.0,Priority Date
Certain Religious Workers,PHILIPPINES,2018-08-01,2018-08-01,0 days,0.0,Priority Date
"5th Non-Regional Center
(C5 and T5)",PHILIPPINES,2018-08-01,2018-08-01,0 days,0.0,Priority Date
"5th Regional Center
(I5 and R5)",PHILIPPINES,2018-08-01,2018-08-01,0 days,0.0,Priority Date
1st,ROW,2018-07-01,2018-07-01,0 days,0.0,Priority Date
2nd,ROW,2018-07-01,2018-07-01,0 days,0.0,Priority Date
3rd,ROW,2018-07-01,2018-07-01,0 days,0.0,Priority Date
Other Workers,ROW,2018-07-01,2018-07-01,0 days,0.0,Priority Date
4th,ROW,2018-07-01,2018-07-01,0 days,0.0,Priority Date
Certain Religious Workers,ROW,2018-07-01,2018-07-01,0 days,0.0,Priority Date
"5th Non-Regional Center
(C5 and T5)",ROW,2018-07-01,2018-07-01,0 days,0.0,Priority Date
"5th Regional Center
(I5 and R5)",ROW,2018-07-01,2018-07-01,0 days,0.0,Priority Date
1st,CHINA,2018-07-01,2018-07-01,0 days,0.0,Priority Date
2nd,CHINA,2015-04-01,2018-07-01,1187 days,1187.0,Priority Date
3rd,CHINA,2016-01-01,2018-07-01,912 days,912.0,Priority Date
Other Workers,CHINA,2008-06-01,2018-07-01,3682 days,3682.0,Priority Date
4th,CHINA,2018-07-01,2018-07-01,0 days,0.0,Priority Date
Certain Religious Workers,CHINA,2018-07-01,2018-07-01,0 days,0.0,Priority Date
"5th Non-Regional Center
(C5 and T5)",CHINA,2014-10-01,2018-07-01,1369 days,1369.0,Priority Date
"5th Regional Center
(I5 and R5)",CHINA,2014-10-01,2018-07-01,1369 days,1369.0,Priority Date
1st,"EL SALVADOR
 GUATEMALA
 HONDURAS",2018-07-01,2018-07-01,0 days,0.0,Priority Date
2nd,"EL SALVADOR
 GUATEMALA
 HONDURAS",2018-07-01,2018-07-01,0 days,0.0,Priority Date
3rd,"EL SALVADOR
 GUATEMALA
 HONDURAS",2018-07-01,2018-07-01,0 days,0.0,Priority Date
Other Workers,"EL SALVADOR
 GUATEMALA
 HONDURAS",2018-07-01,2018-07-01,0 days,0.0,Priority Date
4th,"EL SALVADOR
 GUATEMALA
 HONDURAS",2016-05-01,2018-07-01,791 days,791.0,Priority Date
Certain Religious Workers,"EL SALVADOR
 GUATEMALA
 HONDURAS",2016-05-01,2018-07-01,791 days,791.0,Priority Date
"5th Non-Regional Center
(C5 and T5)","EL SALVADOR
 GUATEMALA
 HONDURAS",2018-07-01,2018-07-01,0 days,0.0,Priority Date
"5th Regional Center
(I5 and R5)","EL SALVADOR
 GUATEMALA
 HONDURAS",2018-07-01,2018-07-01,0 days,0.0,Priority Date
1st,INDIA,2018-07-01,2018-07-01,0 days,0.0,Priority Date
2nd,INDIA,2009-05-22,2018-07-01,3327 days,3327.0,Priority Date
3rd,INDIA,2009-05-01,2018-07-01,3348 days,3348.0,Priority Date
Other Workers,INDIA,2009-05-01,2018-07-01,3348 days,3348.0,Priority Date
4th,INDIA,2018-07-01,2018-07-01,0 days,0.0,Priority Date
Certain Religious Workers,INDIA,2018-07-01,2018-07-01,0 days,0.0,Priority Date
"5th Non-Regional Center
(C5 and T5)",INDIA,2018-07-01,2018-07-01,0 days,0.0,Priority Date
"5th Regional Center
(I5 and R5)",INDIA,2018-07-01,2018-07-01,0 days,0.0,Priority Date
1st,MEXICO,2018-07-01,2018-07-01,0 days,0.0,Priority Date
2nd,MEXICO,2018-07-01,2018-07-01,0 days,0.0,Priority Date
3rd,MEXICO,2018-07-01,2018-07-01,0 days,0.0,Priority Date
Other Workers,MEXICO,2018-07-01,2018-07-01,0 days,0.0,Priority Date
4th,MEXICO,2018-07-01,2018-07-01,0 days,0.0,Priority Date
Certain Religious Workers,MEXICO,2018-07-01,2018-07-01,0 days,0.0,Priority Date
"5th Non-Regional Center
(C5 and T5)",MEXICO,2018-07-01,2018-07-01,0 days,0.0,Priority Date
"5th Regional Center
(I5 and R5)",MEXICO,2018-07-01,2018-07-01,0 days,0.0,Priority Date
1st,PHILIPPINES,2018-07-01,2018-07-01,0 days,0.0,Priority Date
2nd,PHILIPPINES,2018-07-01,2018-07-01,0 days,0.0,Priority Date
3rd,PHILIPPINES,2017-07-01,2018-07-01,365 days,365.0,Priority Date
Other Workers,PHILIPPINES,2017-07-01,2018-07-01,365 days,365.0,Priority Date
4th,PHILIPPINES,2018-07-01,2018-07-01,0 days,0.0,Priority Date
Certain Religious Workers,PHILIPPINES,2018-07-01,2018-07-01,0 days,0.0,Priority Date
"5th Non-Regional Center
(C5 and T5)",PHILIPPINES,2018-07-01,2018-07-01,0 days,0.0,Priority Date
"5th Regional Center
(I5 and R5)",PHILIPPINES,2018-07-01,2018-07-01,0 days,0.0,Priority Date
1st,ROW,2018-06-01,2018-06-01,0 days,0.0,Priority Date
2nd,ROW,2018-06-01,2018-06-01,0 days,0.0,Priority Date
3rd,ROW,2018-06-01,2018-06-01,0 days,0.0,Priority Date
Other Workers,ROW,2018-06-01,2018-06-01,0 days,0.0,Priority Date
4th,ROW,2018-06-01,2018-06-01,0 days,0.0,Priority Date
Certain Religious Workers,ROW,2018-06-01,2018-06-01,0 days,0.0,Priority Date
"5th Non-Regional Center
(C5 and T5)",ROW,2018-06-01,2018-06-01,0 days,0.0,Priority Date
"5th Regional Center
(I5 and R5)",ROW,2018-06-01,2018-06-01,0 days,0.0,Priority Date
1st,CHINA,2018-06-01,2018-06-01,0 days,0.0,Priority Date
2nd,CHINA,2015-02-01,2018-06-01,1216 days,1216.0,Priority Date
3rd,CHINA,2016-01-01,2018-06-01,882 days,882.0,Priority Date
Other Workers,CHINA,2008-06-01,2018-06-01,3652 days,3652.0,Priority Date
4th,CHINA,2018-06-01,2018-06-01,0 days,0.0,Priority Date
Certain Religious Workers,CHINA,2018-06-01,2018-06-01,0 days,0.0,Priority Date
"5th Non-Regional Center
(C5 and T5)",CHINA,2014-09-01,2018-06-01,1369 days,1369.0,Priority Date
"5th Regional Center
(I5 and R5)",CHINA,2014-09-01,2018-06-01,1369 days,1369.0,Priority Date
1st,"EL SALVADOR
 GUATEMALA
 HONDURAS",2018-06-01,2018-06-01,0 days,0.0,Priority Date
2nd,"EL SALVADOR
 GUATEMALA
 HONDURAS",2018-06-01,2018-06-01,0 days,0.0,Priority Date
3rd,"EL SALVADOR
 GUATEMALA
 HONDURAS",2018-06-01,2018-06-01,0 days,0.0,Priority Date
Other Workers,"EL SALVADOR
 GUATEMALA
 HONDURAS",2018-06-01,2018-06-01,0 days,0.0,Priority Date
4th,"EL SALVADOR
 GUATEMALA
 HONDURAS",2016-04-15,2018-06-01,777 days,777.0,Priority Date
Certain Religious Workers,"EL SALVADOR
 GUATEMALA
 HONDURAS",2016-04-15,2018-06-01,777 days,777.0,Priority Date
"5th Non-Regional Center
(C5 and T5)","EL SALVADOR
 GUATEMALA
 HONDURAS",2018-06-01,2018-06-01,0 days,0.0,Priority Date
"5th Regional Center
(I5 and R5)","EL SALVADOR
 GUATEMALA
 HONDURAS",2018-06-01,2018-06-01,0 days,0.0,Priority Date
1st,INDIA,2018-06-01,2018-06-01,0 days,0.0,Priority Date
2nd,INDIA,2009-04-01,2018-06-01,3348 days,3348.0,Priority Date
3rd,INDIA,2008-09-01,2018-06-01,3560 days,3560.0,Priority Date
Other Workers,INDIA,2008-09-01,2018-06-01,3560 days,3560.0,Priority Date
4th,INDIA,2018-06-01,2018-06-01,0 days,0.0,Priority Date
Certain Religious Workers,INDIA,2018-06-01,2018-06-01,0 days,0.0,Priority Date
"5th Non-Regional Center
(C5 and T5)",INDIA,2018-06-01,2018-06-01,0 days,0.0,Priority Date
"5th Regional Center
(I5 and R5)",INDIA,2018-06-01,2018-06-01,0 days,0.0,Priority Date
1st,MEXICO,2018-06-01,2018-06-01,0 days,0.0,Priority Date
2nd,MEXICO,2018-06-01,2018-06-01,0 days,0.0,Priority Date
3rd,MEXICO,2018-06-01,2018-06-01,0 days,0.0,Priority Date
Other Workers,MEXICO,2018-06-01,2018-06-01,0 days,0.0,Priority Date
4th,MEXICO,2018-06-01,2018-06-01,0 days,0.0,Priority Date
Certain Religious Workers,MEXICO,2018-06-01,2018-06-01,0 days,0.0,Priority Date
"5th Non-Regional Center
(C5 and T5)",MEXICO,2018-06-01,2018-06-01,0 days,0.0,Priority Date
"5th Regional Center
(I5 and R5)",MEXICO,2018-06-01,2018-06-01,0 days,0.0,Priority Date
1st,PHILIPPINES,2018-06-01,2018-06-01,0 days,0.0,Priority Date
2nd,PHILIPPINES,2018-06-01,2018-06-01,0 days,0.0,Priority Date
3rd,PHILIPPINES,2017-07-01,2018-06-01,335 days,335.0,Priority Date
Other Workers,PHILIPPINES,2017-07-01,2018-06-01,335 days,335.0,Priority Date
4th,PHILIPPINES,2018-06-01,2018-06-01,0 days,0.0,Priority Date
Certain Religious Workers,PHILIPPINES,2018-06-01,2018-06-01,0 days,0.0,Priority Date
"5th Non-Regional Center
(C5 and T5)",PHILIPPINES,2018-06-01,2018-06-01,0 days,0.0,Priority Date
"5th Regional Center
(I5 and R5)",PHILIPPINES,2018-06-01,2018-06-01,0 days,0.0,Priority Date
1st,ROW,2018-05-01,2018-05-01,0 days,0.0,Priority Date
2nd,ROW,2018-05-01,2018-05-01,0 days,0.0,Priority Date
3rd,ROW,2018-05-01,2018-05-01,0 days,0.0,Priority Date
Other Workers,ROW,2018-05-01,2018-05-01,0 days,0.0,Priority Date
4th,ROW,2018-05-01,2018-05-01,0 days,0.0,Priority Date
Certain Religious Workers,ROW,2018-05-01,2018-05-01,0 days,0.0,Priority Date
"5th Non-Regional Center
(C5 and T5)",ROW,2018-05-01,2018-05-01,0 days,0.0,Priority Date
"5th Regional Center
(I5 and R5)",ROW,2018-05-01,2018-05-01,0 days,0.0,Priority Date
1st,CHINA,2018-05-01,2018-05-01,0 days,0.0,Priority Date
2nd,CHINA,2015-02-01,2018-05-01,1185 days,1185.0,Priority Date
3rd,CHINA,2016-01-01,2018-05-01,851 days,851.0,Priority Date
Other Workers,CHINA,2008-06-01,2018-05-01,3621 days,3621.0,Priority Date
4th,CHINA,2018-05-01,2018-05-01,0 days,0.0,Priority Date
Certain Religious Workers,CHINA,2018-05-01,2018-05-01,0 days,0.0,Priority Date
"5th Non-Regional Center
(C5 and T5)",CHINA,2014-09-01,2018-05-01,1338 days,1338.0,Priority Date
"5th Regional Center
(I5 and R5)",CHINA,2014-09-01,2018-05-01,1338 days,1338.0,Priority Date
1st,"EL SALVADOR
 GUATEMALA
 HONDURAS",2018-05-01,2018-05-01,0 days,0.0,Priority Date
2nd,"EL SALVADOR
 GUATEMALA
 HONDURAS",2018-05-01,2018-05-01,0 days,0.0,Priority Date
3rd,"EL SALVADOR
 GUATEMALA
 HONDURAS",2018-05-01,2018-05-01,0 days,0.0,Priority Date
Other Workers,"EL SALVADOR
 GUATEMALA
 HONDURAS",2018-05-01,2018-05-01,0 days,0.0,Priority Date
4th,"EL SALVADOR
 GUATEMALA
 HONDURAS",2016-04-15,2018-05-01,746 days,746.0,Priority Date
Certain Religious Workers,"EL SALVADOR
 GUATEMALA
 HONDURAS",2016-04-15,2018-05-01,746 days,746.0,Priority Date
"5th Non-Regional Center
(C5 and T5)","EL SALVADOR
 GUATEMALA
 HONDURAS",2018-05-01,2018-05-01,0 days,0.0,Priority Date
"5th Regional Center
(I5 and R5)","EL SALVADOR
 GUATEMALA
 HONDURAS",2018-05-01,2018-05-01,0 days,0.0,Priority Date
1st,INDIA,2018-05-01,2018-05-01,0 days,0.0,Priority Date
2nd,INDIA,2009-04-01,2018-05-01,3317 days,3317.0,Priority Date
3rd,INDIA,2008-09-01,2018-05-01,3529 days,3529.0,Priority Date
Other Workers,INDIA,2008-09-01,2018-05-01,3529 days,3529.0,Priority Date
4th,INDIA,2018-05-01,2018-05-01,0 days,0.0,Priority Date
Certain Religious Workers,INDIA,2018-05-01,2018-05-01,0 days,0.0,Priority Date
"5th Non-Regional Center
(C5 and T5)",INDIA,2018-05-01,2018-05-01,0 days,0.0,Priority Date
"5th Regional Center
(I5 and R5)",INDIA,2018-05-01,2018-05-01,0 days,0.0,Priority Date
1st,MEXICO,2018-05-01,2018-05-01,0 days,0.0,Priority Date
2nd,MEXICO,2018-05-01,2018-05-01,0 days,0.0,Priority Date
3rd,MEXICO,2018-05-01,2018-05-01,0 days,0.0,Priority Date
Other Workers,MEXICO,2018-05-01,2018-05-01,0 days,0.0,Priority Date
4th,MEXICO,2018-05-01,2018-05-01,0 days,0.0,Priority Date
Certain Religious Workers,MEXICO,2018-05-01,2018-05-01,0 days,0.0,Priority Date
"5th Non-Regional Center
(C5 and T5)",MEXICO,2018-05-01,2018-05-01,0 days,0.0,Priority Date
"5th Regional Center
(I5 and R5)",MEXICO,2018-05-01,2018-05-01,0 days,0.0,Priority Date
1st,PHILIPPINES,2018-05-01,2018-05-01,0 days,0.0,Priority Date
2nd,PHILIPPINES,2018-05-01,2018-05-01,0 days,0.0,Priority Date
3rd,PHILIPPINES,2017-07-01,2018-05-01,304 days,304.0,Priority Date
Other Workers,PHILIPPINES,2017-07-01,2018-05-01,304 days,304.0,Priority Date
4th,PHILIPPINES,2018-05-01,2018-05-01,0 days,0.0,Priority Date
Certain Religious Workers,PHILIPPINES,2018-05-01,2018-05-01,0 days,0.0,Priority Date
"5th Non-Regional Center
(C5 and T5)",PHILIPPINES,2018-05-01,2018-05-01,0 days,0.0,Priority Date
"5th Regional Center
(I5 and R5)",PHILIPPINES,2018-05-01,2018-05-01,0 days,0.0,Priority Date
1st,ROW,2018-04-01,2018-04-01,0 days,0.0,Priority Date
2nd,ROW,2018-04-01,2018-04-01,0 days,0.0,Priority Date
3rd,ROW,2018-04-01,2018-04-01,0 days,0.0,Priority Date
Other Workers,ROW,2018-04-01,2018-04-01,0 days,0.0,Priority Date
4th,ROW,2018-04-01,2018-04-01,0 days,0.0,Priority Date
Certain Religious Workers,ROW,2018-04-01,2018-04-01,0 days,0.0,Priority Date
"5th Non-Regional Center
(C5 and T5)",ROW,2018-04-01,2018-04-01,0 days,0.0,Priority Date
"5th Regional Center
(I5 and R5)",ROW,2018-04-01,2018-04-01,0 days,0.0,Priority Date
1st,CHINA,2018-04-01,2018-04-01,0 days,0.0,Priority Date
2nd,CHINA,2015-02-01,2018-04-01,1155 days,1155.0,Priority Date
3rd,CHINA,2016-01-01,2018-04-01,821 days,821.0,Priority Date
Other Workers,CHINA,2008-06-01,2018-04-01,3591 days,3591.0,Priority Date
4th,CHINA,2018-04-01,2018-04-01,0 days,0.0,Priority Date
Certain Religious Workers,CHINA,2018-04-01,2018-04-01,0 days,0.0,Priority Date
"5th Non-Regional Center
(C5 and T5)",CHINA,2014-09-01,2018-04-01,1308 days,1308.0,Priority Date
"5th Regional Center
(I5 and R5)",CHINA,2014-09-01,2018-04-01,1308 days,1308.0,Priority Date
